gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
TUBB2A,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
TUBB1,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
TUBA3E,DOCETAXEL ANHYDROUS,ChEMBL,1,inhibitor
GRIN1,MEMANTINE HYDROCHLORIDE,ChEMBL,1,negative modulator
GRIN2A,MEMANTINE HYDROCHLORIDE,ChEMBL,1,negative modulator
ADRA2B,GUANFACINE HYDROCHLORIDE,ChEMBL,1,agonist
ADRA2A,LEVONORDEFRIN,ChEMBL,1,agonist
ADRA2C,GUANFACINE HYDROCHLORIDE,ChEMBL,1,agonist
PTGS1,KETOPROFEN,ChEMBL,1,inhibitor
ADRA1A,RAUWOLFIA SERPENTINA (USP),ChEMBL,1,inhibitor
ADRB2,METIPRANOLOL HYDROCHLORIDE,ChEMBL,1,inhibitor
PSMA2,CARFILZOMIB,ChEMBL,1,inhibitor
PSMB3,CARFILZOMIB,ChEMBL,1,inhibitor
CHRNA1,METOCURINE IODIDE,ChEMBL,1,inhibitor
CHRNE,ROCURONIUM BROMIDE,ChEMBL,1,inhibitor
CHRNA1,TUBOCURARINE CHLORIDE,ChEMBL,1,inhibitor
ATP1A1,DIGOXIN,ChEMBL,1,inhibitor
ATP1A2,DIGOXIN,ChEMBL,1,inhibitor
ATP1B3,DESLANOSIDE,ChEMBL,1,inhibitor
GABRA1,CLOBAZAM,ChEMBL,1,positive modulator
GABRG3,CLOBAZAM,ChEMBL,1,positive modulator
GABRE,LORAZEPAM,ChEMBL,1,positive modulator
GABRP,LORAZEPAM,ChEMBL,1,positive modulator
GABRB3,METHYPRYLON,ChEMBL,1,positive modulator
GABRB2,PRIMIDONE,ChEMBL,1,positive modulator
GABRQ,PRIMIDONE,ChEMBL,1,positive modulator
GABRA6,HALOTHANE,ChEMBL,1,positive modulator
GABRG3,TRICLOFOS SODIUM,ChEMBL,1,positive modulator
GABRD,TOPIRAMATE,ChEMBL,1,positive modulator
GABRA1,TOPIRAMATE,ChEMBL,1,positive modulator
GABRB1,TOPIRAMATE,ChEMBL,1,positive modulator
GABRD,TRICLOFOS SODIUM,ChEMBL,1,positive modulator
GABRE,TOPIRAMATE,ChEMBL,1,positive modulator
MRPL36,OXYTETRACYCLINE CALCIUM,ChEMBL,1,inhibitor
CACNA1I,BEPRIDIL HYDROCHLORIDE,ChEMBL,1,blocker
CACNG6,BEPRIDIL HYDROCHLORIDE,ChEMBL,1,blocker
KCNK10,HALOTHANE,ChEMBL,1,potentiator
SCN1A,QUINIDINE GLUCONATE,ChEMBL,1,blocker
SCN3A,RILUZOLE,ChEMBL,1,blocker
SCN2A,RILUZOLE,ChEMBL,1,blocker
SCN5A,QUINIDINE GLUCONATE,ChEMBL,1,blocker
SCN10A,PHENAZOPYRIDINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,TOPIRAMATE,ChEMBL,1,blocker
SCN10A,DYCLONINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN8A,MERETHOXYLLINE PROCAINE,ChEMBL,1,blocker
SCN7A,MERETHOXYLLINE PROCAINE,ChEMBL,1,blocker
SCN3A,TOPIRAMATE,ChEMBL,1,blocker
SCN3A,LIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
DRD3,BROMOCRIPTINE MESYLATE,ChEMBL,1,agonist
DRD4,HALOPERIDOL DECANOATE,ChEMBL,1,inverse agonist
DRD3,METHOTRIMEPRAZINE,ChEMBL,1,inhibitor
DRD4,HALOPERIDOL DECANOATE,ChEMBL,1,inverse agonist
DRD4,THIORIDAZINE,ChEMBL,1,inhibitor
KCNA5,DALFAMPRIDINE,ChEMBL,1,blocker
KCNG3,DALFAMPRIDINE,ChEMBL,1,blocker
KCNC2,DALFAMPRIDINE,ChEMBL,1,blocker
KCNG4,DALFAMPRIDINE,ChEMBL,1,blocker
KCNA4,DALFAMPRIDINE,ChEMBL,1,blocker
KCNQ5,DALFAMPRIDINE,ChEMBL,1,blocker
KCNQ4,DALFAMPRIDINE,ChEMBL,1,blocker
KCNV2,DALFAMPRIDINE,ChEMBL,1,blocker
KCNH8,DALFAMPRIDINE,ChEMBL,1,blocker
KCNH1,DALFAMPRIDINE,ChEMBL,1,blocker
HDAC4,PANOBINOSTAT LACTATE,ChEMBL,1,inhibitor
CHRM1,PILOCARPINE HYDROCHLORIDE,ChEMBL,1,agonist
DRD2,BREXPIPRAZOLE,ChEMBL,1,agonist
SLC5A2,DAPAGLIFLOZIN PROPYLENE GLYCOL,ChEMBL,1,inhibitor
MAP2K1,COBIMETINIB FUMARATE,ChEMBL,1,inhibitor
KDR,CM-082,ChEMBL,1,inhibitor
EGFR,CUDC-101,ChEMBL,1,inhibitor
HDAC11,CUDC-101,ChEMBL,1,inhibitor
HDAC3,CUDC-101,ChEMBL,1,inhibitor
PIK3R2,OMIPALISIB,ChEMBL,1,inhibitor
PIK3CG,OMIPALISIB,ChEMBL,1,inhibitor
MTOR,OMIPALISIB,ChEMBL,1,inhibitor
SLC6A3,MODAFINIL,ChEMBL,1,inhibitor
NTRK2,LAROTRECTINIB,ChEMBL,1,inhibitor
PIM2,LGH-447,ChEMBL,1,inhibitor
RPS6KB1,LY-2584702,ChEMBL,1,inhibitor
PIK3R2,PANULISIB,ChEMBL,1,inhibitor
BRAF,RG-7256,ChEMBL,1,inhibitor
PIK3CD,VS-5584,ChEMBL,1,inhibitor
PIK3R5,VS-5584,ChEMBL,1,inhibitor
COMT,TOLCAPONE,ChEMBL,1,inhibitor
FGR,XL-228,ChEMBL,1,inhibitor
HCK,XL-228,ChEMBL,1,inhibitor
PIK3R3,WX-037,ChEMBL,1,inhibitor
SMO,TAK-441,ChEMBL,1,inhibitor
SRMS,XL-228,ChEMBL,1,inhibitor
BLK,XL-228,ChEMBL,1,inhibitor
NR3C1,TRIAMCINOLONE,ChEMBL,1,agonist
GRM3,LY2969822,ChEMBL,1,agonist
GABRA3,AZD6280,ChEMBL,1,positive modulator
SCN10A,DSP-2230,ChEMBL,1,blocker
PIK3R2,DACTOLISIB,ChEMBL,1,inhibitor
PIK3R1,DACTOLISIB,ChEMBL,1,inhibitor
PIK3CG,DACTOLISIB,ChEMBL,1,inhibitor
MET,BMS-777607,ChEMBL,1,inhibitor
KDR,CABOZANTINIB S-MALATE,ChEMBL,1,inhibitor
FGFR2,LUCITANIB,ChEMBL,1,inhibitor
FLT4,LUCITANIB,ChEMBL,1,inhibitor
TRPV1,NGD-8243,ChEMBL,1,inhibitor
GABBR1,LESOGABERAN,ChEMBL,1,agonist
CCR5,INCB-9471,ChEMBL,1,inhibitor
PTGDR2,VIDUPIPRANT,ChEMBL,1,inhibitor
CD40LG,RUPLIZUMAB,ChEMBL,1,inhibitor
NR3C1,TRIAMCINOLONE,ChEMBL,1,agonist
PDGFRB,QUIZARTINIB,ChEMBL,1,inhibitor
NR3C1,BETAMETHASONE VALERATE,ChEMBL,1,agonist
MAP3K13,CEP-1347,ChEMBL,1,inhibitor
ERBB2,NERATINIB,ChEMBL,1,inhibitor
ESR1,TAMOXIFEN CITRATE,ChEMBL,1,modulator
KDR,MIDOSTAURIN,ChEMBL,1,inhibitor
PRKD1,MIDOSTAURIN,ChEMBL,1,inhibitor
PRKCA,MIDOSTAURIN,ChEMBL,1,inhibitor
GHSR,ANAMORELIN HYDROCHLORIDE,ChEMBL,1,agonist
TACR2,IBODUTANT,ChEMBL,1,inhibitor
ADRB3,RITOBEGRON,ChEMBL,1,agonist
ERVW-4,RILPIVIRINE,ChEMBL,1,inhibitor
PDGFRB,MOTESANIB,ChEMBL,1,inhibitor
KIT,MOTESANIB,ChEMBL,1,inhibitor
PDE4C,FLAVOXATE HYDROCHLORIDE,ChEMBL,1,inhibitor
CACNA2D1,MIROGABALIN BESYLATE,ChEMBL,1,modulator
FLT1,MOTESANIB,ChEMBL,1,inhibitor
PDE4A,AMINOPHYLLINE,ChEMBL,1,inhibitor
APP,BAPINEUZUMAB,ChEMBL,1,binder
GABRB2,GABOXADOL,ChEMBL,1,agonist
PRDX1,OBILTOXAXIMAB,ChEMBL,1,binder
KCNA5,TEDISAMIL,ChEMBL,1,blocker
KCNC1,TEDISAMIL,ChEMBL,1,blocker
PLG,DEFIBROTIDE,ChEMBL,1,activator
KCNC2,TEDISAMIL,ChEMBL,1,blocker
PDE4D,FLAVOXATE HYDROCHLORIDE,ChEMBL,1,inhibitor
KCNG2,TEDISAMIL,ChEMBL,1,blocker
INSR,INSULIN PEGLISPRO,ChEMBL,1,agonist
KCNH6,TEDISAMIL,ChEMBL,1,blocker
SCN1A,ESLICARBAZEPINE,ChEMBL,1,blocker
SCN3A,ESLICARBAZEPINE,ChEMBL,1,blocker
SCN5A,ESLICARBAZEPINE,ChEMBL,1,blocker
ATP4A,ESOMEPRAZOLE MAGNESIUM,ChEMBL,1,inhibitor
MUC1,CANTUZUMAB MERTANSINE,ChEMBL,1,binder
HGF,FICLATUZUMAB,ChEMBL,1,inhibitor
NCAM1,LORVOTUZUMAB MERTANSINE,ChEMBL,1,binder
APP,PONEZUMAB,ChEMBL,1,binder
DLL4,DEMCIZUMAB,ChEMBL,1,inhibitor
OPRD1,NALMEFENE HYDROCHLORIDE,ChEMBL,1,inhibitor
SIGMAR1,CARBETAPENTANE CITRATE,ChEMBL,1,agonist
PTGS1,CLOMETACIN,ChEMBL,1,inhibitor
GABRB2,FLUNITRAZEPAM,ChEMBL,1,positive modulator
GABRD,FLUNITRAZEPAM,ChEMBL,1,positive modulator
GABRA4,FLUNITRAZEPAM,ChEMBL,1,positive modulator
TUBB2A,COLCHICINE,ChEMBL,1,inhibitor
GABRB3,FLUNITRAZEPAM,ChEMBL,1,positive modulator
SLC6A3,PYROVALERONE HYDROCHLORIDE,ChEMBL,1,inhibitor
GABRP,TETRAZEPAM,ChEMBL,1,positive modulator
GABRA4,TETRAZEPAM,ChEMBL,1,positive modulator
GABRB3,TETRAZEPAM,ChEMBL,1,positive modulator
GABRD,TETRAZEPAM,ChEMBL,1,positive modulator
GABRB2,TETRAZEPAM,ChEMBL,1,positive modulator
PDE3A,AMINOPHYLLINE,ChEMBL,1,inhibitor
EGFR,DULIGOTUZUMAB,ChEMBL,1,inhibitor
CD19,DENINTUZUMAB MAFODOTIN,ChEMBL,1,binder
PTGS1,ALOXIPRIN,ChEMBL,1,inhibitor
GABRA3,CHLORMETHIAZOLE,ChEMBL,1,positive modulator
GABRQ,CHLORMETHIAZOLE,ChEMBL,1,positive modulator
SCN4A,DICHLOROBENZYL ALCOHOL,ChEMBL,1,blocker
DRD5,PIMOZIDE,ChEMBL,1,inhibitor
IFNA17,SIFALIMUMAB,ChEMBL,1,inhibitor
IFNA21,SIFALIMUMAB,ChEMBL,1,inhibitor
IFNA7,SIFALIMUMAB,ChEMBL,1,inhibitor
IL6R,VOBARILIZUMAB,ChEMBL,1,inhibitor
ADRA1D,PRAZOSIN HYDROCHLORIDE,ChEMBL,1,inhibitor
RPS27,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPS12,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPL3,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPL21,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
RPL14,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
ADRA1A,TERAZOSIN HYDROCHLORIDE,ChEMBL,1,inhibitor
RPL19,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
HLA-DRB1,APOLIZUMAB,ChEMBL,1,inhibitor
ADRA1A,CARVEDILOL,ChEMBL,1,inhibitor
RPLP1,DORLIMOMAB ARITOX,ChEMBL,1,inhibitor
KCNA7,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNH2,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNQ2,AMIFAMPRIDINE,ChEMBL,1,blocker
ADRA1B,CARVEDILOL,ChEMBL,1,inhibitor
KCNB2,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNS3,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNV1,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNA3,AMIFAMPRIDINE,ChEMBL,1,blocker
KCNA5,AMIFAMPRIDINE,ChEMBL,1,blocker
HTR3A,RAMOSETRON HYDROCHLORIDE,ChEMBL,1,inhibitor
TUBB4A,TISOTUMAB VEDOTIN-TFTV,ChEMBL,1,inhibitor
TUBB4B,TISOTUMAB VEDOTIN-TFTV,ChEMBL,1,inhibitor
RPS7,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
ADRA1D,TERAZOSIN HYDROCHLORIDE,ChEMBL,1,inhibitor
RPL10,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPL19,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPL22,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPS29,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
RPL4,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
FAU,CYCLOHEXIMIDE,ChEMBL,1,inhibitor
PTGS2,"IBUPROFEN, SODIUM SALT",ChEMBL,1,inhibitor
PDE7A,FLAVOXATE HYDROCHLORIDE,ChEMBL,1,inhibitor
KCNJ11,CHLORPROPAMIDE,ChEMBL,1,blocker
RNF130,ANSUVIMAB-ZYKL,ChEMBL,1,binder
BLOC1S6,FAVIPIRAVIR,ChEMBL,1,inhibitor
CACNA1F,FELODIPINE,ChEMBL,1,blocker
DRD2,SUMANIROLE,ChEMBL,1,agonist
GABBR1,SODIUM OXYBATE,ChEMBL,1,agonist
EPHX2,GSK2256294,ChEMBL,1,inhibitor
TLR4,RESATORVID,ChEMBL,1,inhibitor
LGALS3,OLITIGALTIN,ChEMBL,1,inhibitor
COMT,NEBICAPONE,ChEMBL,1,inhibitor
AR,ETHYLESTRENOL,ChEMBL,1,agonist
CD40LG,RAVAGALIMAB,ChEMBL,1,inhibitor
PDE4C,DOVRAMILAST,ChEMBL,1,inhibitor
ICOS,FELADILIMAB,ChEMBL,1,agonist
PDE4B,DOVRAMILAST,ChEMBL,1,inhibitor
PDE4D,LOTAMILAST,ChEMBL,1,inhibitor
PDE4A,TRANIMILAST,ChEMBL,1,inhibitor
AR,OXANDROLONE,ChEMBL,1,agonist
IL1B,LUTIKIZUMAB,ChEMBL,1,inhibitor
RPS6,ATALUREN,ChEMBL,1,modulator
RPS17,ATALUREN,ChEMBL,1,modulator
RPS13,ATALUREN,ChEMBL,1,modulator
PDE3A,MILRINONE LACTATE,ChEMBL,1,inhibitor
RPL11,ATALUREN,ChEMBL,1,modulator
RPL13A,ATALUREN,ChEMBL,1,modulator
RPL18,ATALUREN,ChEMBL,1,modulator
FAU,ATALUREN,ChEMBL,1,modulator
RPL18A,ATALUREN,ChEMBL,1,modulator
RPL23A,ATALUREN,ChEMBL,1,modulator
RPS28,ATALUREN,ChEMBL,1,modulator
RPL15,ATALUREN,ChEMBL,1,modulator
RPL37,ATALUREN,ChEMBL,1,modulator
RPL39,ATALUREN,ChEMBL,1,modulator
CD86,BELATACEPT,ChEMBL,1,inhibitor
RPL36,ATALUREN,ChEMBL,1,modulator
RPL37A,ATALUREN,ChEMBL,1,modulator
TUBB2A,DOLASTATIN-10,ChEMBL,1,inhibitor
TUBA1C,DOLASTATIN-10,ChEMBL,1,inhibitor
CHRM2,FESOTERODINE,ChEMBL,1,inhibitor
TUBA3C,DOLASTATIN-10,ChEMBL,1,inhibitor
TUBB1,DOLASTATIN-10,ChEMBL,1,inhibitor
TLR7,AZD-8848,ChEMBL,1,agonist
SLC6A3,BICIFADINE,ChEMBL,1,inhibitor
MS4A1,TOSITUMOMAB,ChEMBL,1,binder
JAK1,GUSACITINIB,ChEMBL,1,inhibitor
UGCG,LUCERASTAT,ChEMBL,1,inhibitor
P2RX7,JNJ-54175446,ChEMBL,1,inhibitor
AGTR1,FIMASARTAN,ChEMBL,1,inhibitor
PTGDR2,BI-671800,ChEMBL,1,inhibitor
C5,OLENDALIZUMAB,ChEMBL,1,inhibitor
PDCD1,TISLELIZUMAB,ChEMBL,1,inhibitor
NOS3,TILARGININE ACETATE,ChEMBL,1,inhibitor
FGFR4,FUTIBATINIB,ChEMBL,1,inhibitor
TUBB4B,AGS-16C3F,ChEMBL,1,negative modulator
TUBA1C,AGS-16C3F,ChEMBL,1,negative modulator
ENPP3,AGS-16C3F,ChEMBL,1,binder
TUBB,AGS-16C3F,ChEMBL,1,negative modulator
GCGR,EFINOPEGDUTIDE,ChEMBL,1,agonist
E2F4,EDIFOLIGIDE SODIUM,ChEMBL,1,inhibitor
SLC6A9,ORG-25935,ChEMBL,1,inhibitor
BRAF,BELVARAFENIB,ChEMBL,1,inhibitor
PPARD,CHIGLITAZAR,ChEMBL,1,agonist
CHRND,PIPECURONIUM BROMIDE,ChEMBL,1,inhibitor
ENPP2,ZIRITAXESTAT,ChEMBL,1,inhibitor
SCN8A,COCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,COCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN10A,COCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN2A,COCAINE HYDROCHLORIDE,ChEMBL,1,blocker
GRIA1,TALAMPANEL,ChEMBL,1,inhibitor
ADRA2C,EPHEDRINE HYDROCHLORIDE,ChEMBL,1,agonist
TUBB2A,BIVATUZUMAB MERTANSINE,ChEMBL,1,inhibitor
TUBA1C,BIVATUZUMAB MERTANSINE,ChEMBL,1,inhibitor
TUBB3,BIVATUZUMAB MERTANSINE,ChEMBL,1,inhibitor
F9,FIDANACOGENE ELAPARVOVEC,ChEMBL,1,positive modulator
IL21,NNC0114-0006,ChEMBL,1,binder
ABL1,UMBRALISIB TOSYLATE,ChEMBL,1,inhibitor
TUBA1A,ARX-788,ChEMBL,1,inhibitor
TUBA1C,ARX-788,ChEMBL,1,inhibitor
ADRB2,REPROTEROL,ChEMBL,1,agonist
MYL7,MAVACAMTEN,ChEMBL,1,inhibitor
MYH6,MAVACAMTEN,ChEMBL,1,inhibitor
DHFR,PEMETREXED TROMETHAMINE,ChEMBL,1,inhibitor
CHRNA1,PIPECURONIUM BROMIDE,ChEMBL,1,inhibitor
SLC6A3,SIBUTRAMINE HYDROCHLORIDE,ChEMBL,1,inhibitor
PDE8B,FLAVOXATE HYDROCHLORIDE,ChEMBL,1,inhibitor
PTGER1,DINOPROSTONE,ChEMBL,1,agonist
GABRA6,GLUTETHIMIDE,ChEMBL,1,positive modulator
GABRA3,GLUTETHIMIDE,ChEMBL,1,positive modulator
GABRA5,GLUTETHIMIDE,ChEMBL,1,positive modulator
GABRD,GLUTETHIMIDE,ChEMBL,1,positive modulator
GABRP,PRAZEPAM,ChEMBL,1,positive modulator
GABRB3,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRP,PROPOFOL,ChEMBL,1,positive modulator
GABRD,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA5,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA2,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA1,SEVOFLURANE,ChEMBL,1,positive modulator
GABRG2,SECOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA1,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
GABRG3,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
GABRA3,ETOMIDATE,ChEMBL,1,positive modulator
GABRG1,HALAZEPAM,ChEMBL,1,positive modulator
GABRB3,HALAZEPAM,ChEMBL,1,positive modulator
MRPL36,CHLORAMPHENICOL SODIUM SUCCINATE,ChEMBL,1,inhibitor
IL2RB,DENILEUKIN DIFTITOX,ChEMBL,1,binder
IFNGR1,INTERFERON GAMMA-1B,ChEMBL,1,agonist
SCN11A,MORICIZINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN10A,MORICIZINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN5A,ORPHENADRINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,ORPHENADRINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,PRILOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,PRILOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,PHENYTOIN SODIUM,ChEMBL,1,blocker
SCN11A,OXCARBAZEPINE,ChEMBL,1,blocker
SCN2A,PHENYTOIN SODIUM,ChEMBL,1,blocker
SCN7A,PHENYTOIN SODIUM,ChEMBL,1,blocker
SCN11A,PRILOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN2A,PRILOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,OXCARBAZEPINE,ChEMBL,1,blocker
SCN8A,LAMOTRIGINE,ChEMBL,1,blocker
SCN4A,LAMOTRIGINE,ChEMBL,1,blocker
DRD3,ROTIGOTINE,ChEMBL,1,agonist
FGG,PLASMIN,ChEMBL,1,inhibitor
FGA,PLASMIN,ChEMBL,1,inhibitor
PDE4D,APREMILAST,ChEMBL,1,inhibitor
PDE4B,APREMILAST,ChEMBL,1,inhibitor
PDE4A,APREMILAST,ChEMBL,1,inhibitor
GLP1R,ALBIGLUTIDE,ChEMBL,1,agonist
XK,PERAMIVIR ANHYDROUS,ChEMBL,1,inhibitor
CD19,BLINATUMOMAB,ChEMBL,1,modulator
NR1H3,BMS-852927,ChEMBL,1,modulator
NR1H2,CS-8080,ChEMBL,1,agonist
FLT4,SU-014813,ChEMBL,1,inhibitor
FLT3,SU-014813,ChEMBL,1,inhibitor
NR3C2,PF-03882845,ChEMBL,1,inhibitor
MAPKAPK2,AT-13148,ChEMBL,1,inhibitor
PIK3R2,AZD-6482,ChEMBL,1,inhibitor
ABL1,AZD-0424,ChEMBL,1,inhibitor
PIK3CB,AZD-6482,ChEMBL,1,inhibitor
BRAF,AGERAFENIB,ChEMBL,1,inhibitor
FGFR1,ROGARATINIB,ChEMBL,1,inhibitor
AKT2,BAY-1125976,ChEMBL,1,inhibitor
FLT4,CEP-5214,ChEMBL,1,inhibitor
FGFR4,ROGARATINIB,ChEMBL,1,inhibitor
TTK,BAY-1161909,ChEMBL,1,inhibitor
FGFR3,ROGARATINIB,ChEMBL,1,inhibitor
PIK3R2,IZORLISIB,ChEMBL,1,inhibitor
AURKA,PF-03814735,ChEMBL,1,inhibitor
CDK16,PHA-793887,ChEMBL,1,inhibitor
PDGFRB,PD-0166285,ChEMBL,1,inhibitor
CDK6,PHA-793887,ChEMBL,1,inhibitor
CDK10,PHA-793887,ChEMBL,1,inhibitor
MET,SGX-523,ChEMBL,1,inhibitor
MAPK14,RWJ-67657,ChEMBL,1,inhibitor
AURKB,TAK-901,ChEMBL,1,inhibitor
TRPV1,PAC-14028,ChEMBL,1,inhibitor
GRIA3,CX1739,ChEMBL,1,positive modulator
ESR1,GTX-758,ChEMBL,1,agonist
SCN9A,RG6029,ChEMBL,1,blocker
PPARA,AVE8134,ChEMBL,1,agonist
PGR,LONAPRISAN,ChEMBL,1,inhibitor
PPARG,OMS405,ChEMBL,1,agonist
RARA,NRX195183,ChEMBL,1,agonist
PDGFRB,ANLOTINIB,ChEMBL,1,inhibitor
CDK11B,AT-7519,ChEMBL,1,inhibitor
CDK18,AT-7519,ChEMBL,1,inhibitor
CDK1,AT-7519,ChEMBL,1,inhibitor
CDK16,AT-7519,ChEMBL,1,inhibitor
CDK2,AT-7519,ChEMBL,1,inhibitor
CDK17,AT-7519,ChEMBL,1,inhibitor
CDK5,RONICICLIB,ChEMBL,1,inhibitor
CDK12,AT-7519,ChEMBL,1,inhibitor
PDGFRB,FORETINIB,ChEMBL,1,inhibitor
MAPK14,RALIMETINIB,ChEMBL,1,inhibitor
PDGFRA,XL-999,ChEMBL,1,inhibitor
FLT3,XL-999,ChEMBL,1,inhibitor
PDGFRB,XL-999,ChEMBL,1,inhibitor
MTOR,SAMOTOLISIB,ChEMBL,1,inhibitor
ERBB2,TESEVATINIB,ChEMBL,1,inhibitor
PIK3R2,SAMOTOLISIB,ChEMBL,1,inhibitor
KDR,XL-999,ChEMBL,1,inhibitor
EPHB4,TESEVATINIB,ChEMBL,1,inhibitor
PIK3R5,SAMOTOLISIB,ChEMBL,1,inhibitor
HRH3,MK-0249,ChEMBL,1,inverse agonist
TACR1,VESTIPITANT MESYLATE,ChEMBL,1,inhibitor
CHRM2,BATEFENTEROL,ChEMBL,1,inhibitor
ADORA1,TECADENOSON,ChEMBL,1,agonist
CHRM3,AZD8683,ChEMBL,1,inhibitor
ADORA3,NAMODENOSON,ChEMBL,1,agonist
DRD2,SB-773812,ChEMBL,1,inhibitor
HCRTR2,SB-649868,ChEMBL,1,inhibitor
CXCR4,BURIXAFOR,ChEMBL,1,inhibitor
GRM5,RASEGLURANT,ChEMBL,1,modulator
GRIN3A,CNS-5161,ChEMBL,1,blocker
ESR2,MF101,ChEMBL,1,agonist
GABRD,DARIGABAT,ChEMBL,1,agonist
GABRA6,DARIGABAT,ChEMBL,1,agonist
THRB,EPROTIROME,ChEMBL,1,agonist
AURKA,ALISERTIB,ChEMBL,1,inhibitor
EGFR,DACOMITINIB ANHYDROUS,ChEMBL,1,inhibitor
TUBA1A,DAVUNETIDE,ChEMBL,1,modulator
TUBB2A,DAVUNETIDE,ChEMBL,1,modulator
HTR4,PRUCALOPRIDE,ChEMBL,1,agonist
HSP90AB1,GANETESPIB,ChEMBL,1,inhibitor
PARP3,RUCAPARIB,ChEMBL,1,inhibitor
APH1A,TARENFLURBIL,ChEMBL,1,modulator
CASP5,EMRICASAN,ChEMBL,1,inhibitor
SLC6A2,REBOXETINE,ChEMBL,1,inhibitor
PSENEN,TARENFLURBIL,ChEMBL,1,modulator
SELP,BIMOSIAMOSE,ChEMBL,1,inhibitor
PTGS2,POLMACOXIB,ChEMBL,1,inhibitor
NQO1,VATIQUINONE,ChEMBL,1,modulator
ITGB2,LIFITEGRAST,ChEMBL,1,inhibitor
CA1,POLMACOXIB,ChEMBL,1,inhibitor
SELL,RIVIPANSEL,ChEMBL,1,inhibitor
GABRA5,GANAXOLONE,ChEMBL,1,positive modulator
GABRB3,GANAXOLONE,ChEMBL,1,positive modulator
RBX1,THALIDOMIDE,ChEMBL,1,inhibitor
GFRA1,LIATERMIN,ChEMBL,1,agonist
GABRB1,GANAXOLONE,ChEMBL,1,positive modulator
GABRG2,GANAXOLONE,ChEMBL,1,positive modulator
GABRA4,GANAXOLONE,ChEMBL,1,positive modulator
PDK3,SODIUM DICHLOROACETATE,ChEMBL,1,inhibitor
PRIM1,TROXACITABINE,ChEMBL,1,inhibitor
ITGB6,STX-100,ChEMBL,1,inhibitor
ITGB8,ABITUZUMAB,ChEMBL,1,inhibitor
IGF1R,DALOTUZUMAB,ChEMBL,1,inhibitor
CCR5,LERONLIMAB,ChEMBL,1,inhibitor
TNC,81C6 131I,ChEMBL,1,binder
NR3C1,DEFLAZACORT,ChEMBL,1,agonist
RXRA,DANTHRON,ChEMBL,1,inhibitor
ERBB3,AMG-888,ChEMBL,1,inhibitor
TUBB1,MIRVETUXIMAB SORAVTANSINE,ChEMBL,1,inhibitor
HRH1,BILASTINE,ChEMBL,1,inverse agonist
PPARA,BEZAFIBRATE,ChEMBL,1,agonist
CD3D,CATUMAXOMAB,ChEMBL,1,modulator
CD3G,CATUMAXOMAB,ChEMBL,1,modulator
TPH2,TELOTRISTAT ETIPRATE,ChEMBL,1,inhibitor
ADRB2,ISOXSUPRINE HYDROCHLORIDE,ChEMBL,1,agonist
CD22,YTTRIUM Y 90 EPRATUZUMAB,ChEMBL,1,binder
IL6,MEDI-5117,ChEMBL,1,inhibitor
TACR1,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,ChEMBL,1,inhibitor
